"source","title","authors","year","venue","abstract","doi","url","query_used","fusion_keywords_found","modalities_found_auto","multimodal_score","priority","screen_flag","exclusion_hint","include_decision","exclude_reason_final","notes"
"PubMed","A novel recursive transformer-based U-Net architecture for enhanced multi-scale medical image segmentation.","Shanshan Li; Xuefeng Liu; Min Fu; Fouad Khelifi","2025","Computers in biology and medicine","BACKGROUND: Automatic medical image segmentation techniques are vital for assisting clinicians in making accurate diagnoses and treatment plans. Although the U-shaped network (U-Net) has been widely adopted in medical image analysis, it still faces challenges in capturing long-range dependencies, particularly in complex and textured medical images where anatomical structures often blend into the surrounding background. METHOD: To address these limitations, a novel network architecture, called recursive transformer-based U-Net (ReT-UNet), which integrates recursive feature learning and transformer technology, is proposed. One of the key innovations of ReT-UNet is the multi-scale global feature fusion (Multi-GF) module, inspired by transformer models and multi-scale pooling mechanisms. This module captures long-range dependencies, enhancing the abstraction and contextual understanding of multi-level features. Additionally, a recursive feature accumulation block is introduced to iteratively update features across layers, improving the network's ability to model spatial correlations and represent deep features in medical images. To improve sensitivity to local details, a lightweight atrous spatial pyramid pooling (ASPP) module is appended after the Multi-GF module. Furthermore, the segmentation head is redesigned to emphasize feature aggregation and fusion. During the encoding phase, a hybrid pooling layer is employed to ensure comprehensive feature sampling, thereby enabling a broader range of feature representation and improving detailed information learning. RESULTS: Results: The proposed method has been evaluated through ablation experiments, demonstrating generally consistent performance across multiple trials. When applied to cardiac, pulmonary nodule, and polyp segmentation datasets, the method showed a reduction in mis-segmented regions. The experimental results suggest that the approach can improve segmentation accuracy and stability compared to competing state-of-the-art methods. CONCLUSIONS: Experimental findings highlight the superiority of the proposed ReT-UNet over related methods and demonstrate its potential for applications in medical image segmentation.","10.1016/j.compbiomed.2025.110658","https://pubmed.ncbi.nlm.nih.gov/40618700/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; pet","12","high","include_candidate","","","",""
"PubMed","Multichannel deep learning prediction of major pathological response after neoadjuvant immunochemotherapy in lung cancer: a multicenter diagnostic study.","Zuhan Geng; Kuo Li; Peiyuan Mei; Zhenyu Gong; Ruiyang Yan; Yu Huang; Chi Zhang; Bowen Zhao; Mingqian Lu; Ran Yang; Guangyao Wu; Guanchao Ye; Yongde Liao","2025","International journal of surgery (London, England)","OBJECTIVES: This study aimed to develop a pretreatment CT-based multichannel predictor integrating deep learning features encoded by Transformer models for preoperative diagnosis of major pathological response (MPR) in non-small cell lung cancer (NSCLC) patients receiving neoadjuvant immunochemotherapy. MATERIAL AND METHODS: This multicenter diagnostic study retrospectively included 332 NSCLC patients from four centers. Pretreatment computed tomography images were preprocessed and segmented into region of interest cubes for radiomics modeling. These cubes were cropped into four groups of two-dimensional image modules. GoogLeNet architecture was trained independently on each group within a multichannel framework, with gradient-weighted class activation mapping and SHapley Additive exPlanations value for visualization. Deep learning features were carefully extracted and fused across the four image groups using the Transformer fusion model. After models training, model performance was evaluated via the area under the curve (AUC), sensitivity, specificity, F1 score, confusion matrices, calibration curves, decision curve analysis, integrated discrimination improvement, net reclassification improvement, and DeLong test. RESULTS: The dataset was allocated into training (n = 172, Center 1), internal validation (n = 44, Center 1), and external test (n = 116, Centers 2-4) cohorts. Four optimal deep learning models and the best Transformer fusion model were developed. In the external test cohort, traditional radiomics model exhibited an AUC of 0.736 [95% confidence interval (CI): 0.645-0.826]. The optimal deep learning imaging module showed superior AUC of 0.855 (95% CI: 0.777-0.934). The fusion model named Transformer_GoogLeNet further improved classification accuracy (AUC = 0.924, 95% CI: 0.875-0.973). CONCLUSION: The new method of fusing multichannel deep learning with the Transformer Encoder can accurately diagnose whether NSCLC patients receiving neoadjuvant immunochemotherapy will achieve MPR. Our findings may support improved surgical planning and contribute to better treatment outcomes through more accurate preoperative assessment.","10.1097/js9.0000000000002821","https://pubmed.ncbi.nlm.nih.gov/39912938/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; pathology","12","high","include_candidate","","","",""
"PubMed","Auxiliary Diagnosis of Pulmonary Nodules' Benignancy and Malignancy Based on Machine Learning: A Retrospective Study.","Wanling Wang; Bingqing Yang; Huan Wu; Hebin Che; Yue Tong; Bozun Zhang; Hongwu Liu; Yuanyuan Chen","2025","Journal of multidisciplinary healthcare","BACKGROUND: Lung cancer, one of the most lethal malignancies globally, often presents insidiously as pulmonary nodules. Its nonspecific clinical presentation and heterogeneous imaging characteristics hinder accurate differentiation between benign and malignant lesions, while biopsy's invasiveness and procedural constraints underscore the critical need for non-invasive early diagnostic approaches. METHODS: In this retrospective study, we analyzed outpatient and inpatient records from the First Medical Center of Chinese PLA General Hospital between 2011 and 2021, focusing on pulmonary nodules measuring 5-30mm on CT scans without overt signs of malignancy. Pathological examination served as the reference standard. Comparative experiments evaluated SVM, RF, XGBoost, FNN, and Atten_FNN using five-fold cross-validation to assess AUC, sensitivity, and specificity. The dataset was split 70%/30%, and stratified five-fold cross-validation was applied to the training set. The optimal model was interpreted with SHAP to identify the most influential predictive features. RESULTS: This study enrolled 3355 patients, including 1156 with benign and 2199 with malignant pulmonary nodules. The Atten_FNN model demonstrated superior performance in five-fold cross-validation, achieving an AUC of 0.82, accuracy of 0.75, sensitivity of 0.77, and F1 score of 0.80. SHAP analysis revealed key predictive factors: demographic variables (age, sex, BMI), CT-derived features (maximum nodule diameter, morphology, density, calcification, ground-glass opacity), and laboratory biomarkers (neuroendocrine markers, carcinoembryonic antigen). CONCLUSION: This study integrates electronic medical records and pathology data to predict pulmonary nodule malignancy using machine/deep learning models. SHAP-based interpretability analysis uncovered key clinical determinants. Acknowledging limitations in cross-center generalizability, we propose the development of a multimodal diagnostic systems that combines CT imaging and radiomics, to be validated in multi-center prospective cohorts to facilitate clinical translation. This framework establishes a novel paradigm for early precision diagnosis of lung cancer.","10.3390/bdcc8080085","https://pubmed.ncbi.nlm.nih.gov/33866349/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal","ct; pathology","12","high","include_candidate","","","",""
"PubMed","Predicting brain metastases in EGFR-positive lung adenocarcinoma patients using pre-treatment CT lung imaging data.","Xinliu He; Chao Guan; Ting Chen; Houde Wu; Liuchao Su; Mingfang Zhao; Li Guo","2025","European journal of radiology","OBJECTIVES: This study aims to establish a dual-feature fusion model integrating radiomic features with deep learning features, utilizing single-modality pre-treatment lung CT image data to achieve early warning of brain metastasis (BM) risk within 2 years in EGFR-positive lung adenocarcinoma. MATERIALS AND METHODS: After rigorous screening of 362 EGFR-positive lung adenocarcinoma patients with pre-treatment lung CT images, 173 eligible participants were ultimately enrolled in this study, including 93 patients with BM and 80 without BM. Radiomic features were extracted from manually segmented lung nodule regions, and a selection of features was used to develop radiomics models. For deep learning, ROI-level CT images were processed using several deep learning networks, including the novel vision mamba, which was applied for the first time in this context. A feature-level fusion model was developed by combining radiomic and deep learning features. Model performance was assessed using receiver operating characteristic (ROC) curves and decision curve analysis (DCA), with statistical comparisons of area under the curve (AUC) values using the DeLong test. RESULTS: Among the models evaluated, the fused vision mamba model demonstrated the best classification performance, achieving an AUC of 0.86 (95% CI: 0.82-0.90), with a recall of 0.88, F1-score of 0.70, and accuracy of 0.76. This fusion model outperformed both radiomics-only and deep learning-only models, highlighting its superior predictive accuracy for early BM risk detection in EGFR-positive lung adenocarcinoma patients. CONCLUSION: The fused vision mamba model, utilizing single CT imaging data, significantly enhances the prediction of brain metastasis within two years in EGFR-positive lung adenocarcinoma patients. This novel approach, combining radiomic and deep learning features, offers promising clinical value for early detection and personalized treatment.","10.1016/j.ejrad.2025.112265","https://pubmed.ncbi.nlm.nih.gov/40592110/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; omics","12","high","include_candidate","","","",""
"PubMed","Attention-based deep learning for analysis of pathology images and gene expression data in lung squamous premalignant lesions.","Lingyi Xu; Yohana Kefella; Yichi Zhang; Regan D Conrad; Kelley E Anderson; Kostyantyn Krysan; Gang Liu; Erin Kane; Adam Pennycuick; Sam M Janes; Mary E Reid; Eric J Burks; Ehab Billatos; Sarah A Mazzilli; Vijaya B Kolachalama; Jennifer E Beane","2025","medRxiv : the preprint server for health sciences","Molecular and cellular alterations to the normal pseudostratified columnar bronchial epithelium results in the development of bronchial premalignant lesions representing a spectrum of histology from normal to hyperplasia, metaplasia, dysplasia (mild, moderate, and severe), carcinoma in situ and invasive carcinoma. Several studies have identified molecular alterations associated with lesion histology and progression. The broad and continuous spectrum of histologic and molecular changes makes reproducible stratification of lesions across multiple studies challenging. Here we propose a transformer-based framework that flexibly utilizes transcriptomic and histologic patterns to distinguish lesions with bronchial dysplasia or worse from normal, hyperplasia, and metaplasia. We leveraged H&E whole slide images (WSIs) of endobronchial biopsies and bulk gene expression data (GE) from previously published studies and on-going lung precancer atlas efforts obtained from patients as high-risk for lung cancer. Models trained using both WSIs and GE compared to a single data modality had higher performance. On an external testing dataset of WSIs, the area under the ROC curve (AUROC) of the model trained on WSIs plus GE was 0.761±0.015 compared to 0.690±0.027 for model trained on WSIs. On external testing datasets of GE, the AUROC of the model trained on WSIs plus GE was 0.890±0.023 versus 0.816±0.032 for a model trained on GE. Based on these results, we leveraged data across 4 studies to train a flexible fusion model that allows one or both data modalities to be used in training. The model achieved an AUROC of 0.809±0.036 on external testing WSIs data and 0.903±0.022 on external testing GE data. Despite model training on a binary label, model probabilities are associated with histologic grade and the model identifies gene expression alterations associated with bronchial dysplasia across multiple studies. This framework maps bronchial premalignant lesions that contain at least one data modality into a spectrum of disease. In the future, a framework trained on multiple data modalities may be useful in predicting premalignant disease severity, progression, and interception agent efficacy.","10.1101/2023.10.16.562533","https://pubmed.ncbi.nlm.nih.gov/38587959/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; pathology; omics","17","high","manual_check","Possible review/preprint","","",""
"PubMed","Mid-level data fusion of pleural effusion SERS spectra and serum CEA levels using machine learning algorithms for precise lung cancer detection.","Lingna Wang; Weihua Hong; Dage Fan; Jinyong Lin; Zeyang Liu; Min Fan; Xueliang Lin; Duo Lin; Shangyuan Feng","2025","Nanoscale","Accurate identification of clinically malignant pleural effusions is critical for cancer diagnosis and subsequent treatment planning. Here, surface-enhanced Raman spectroscopy (SERS) data of pleural effusions and serum carcinoembryonic antigen (CEA) levels were integrated to develop an innovative mid-level data fusion method combined with machine learning algorithms to improve the accuracy of cancer detection. SERS spectra of pleural effusions from 15 lung cancer patients, 10 other cancer patients, and 28 non-cancer patients were first acquired using a handheld Raman spectrometer. The principal component analysis (PCA) scores from the SERS spectra were merged with the digitized serum CEA values to generate a data fusion array. Machine learning algorithms such as linear discriminant analysis (LDA), k-nearest neighbor (KNN), and support vector machine (SVM) were applied to train the fused dataset using five-fold cross-validation. Notably, the fusion strategy achieved superior performance compared to the pure SERS spectral discrimination model, with the KNN algorithm demonstrating very high accuracy (>85%) in distinguishing the three clinical groups of lung cancer vs. non-cancer, other cancers vs. non-cancer, and lung cancer vs. other cancers. These results highlight the synergistic diagnostic capability of combining molecular spectroscopic fingerprints with tumor biomarkers for pleural effusion analysis, thereby providing a new strategy for rapid and accurate clinical cancer discrimination via liquid biopsy.","10.1039/d5nr01405k","https://pubmed.ncbi.nlm.nih.gov/40548612/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; pathology; liquid_biopsy","14","high","include_candidate","","","",""
"PubMed","Utilizing spectral detector computed tomography quantitative parameters via multimodality tumor tracking to predict occult lymph node metastasis in clinical stage 1 pure solid lung adenocarcinoma.","Kaifang Liu; Yang Cao; Yiyang Gao; Yu Zhu; Kai Luo; Youtao Xu; Yinsu Zhu; Xiaodong Xie","2025","Journal of thoracic disease","BACKGROUND: The presence of occult lymph node metastasis (OLNM) has significant implications for the staging, treatment and prognosis of patients with tumors. This study aimed to explore the potential predictive value of dual-layer spectral detector computed tomography (SDCT) quantitative parameters obtained via multimodal tumor tracking (MMTT) for OLNM in clinical stage 1 (c1) pure solid lung adenocarcinoma (LAC). METHODS: A total of 123 patients diagnosed with c1 pure solid LAC were enrolled in this retrospective study, including 29 OLNM(+) and 94 OLNM(-) patients. MMTT was used to obtain the full volume of the tumor and extract quantitative spectral parameters. The differences in clinicopathological data and spectral quantitative parameters between OLNM(+) and OLNM(-) were compared, and the efficacy of related quantitative parameters in predicting OLNM were evaluated through receiver operating characteristic (ROC) curves. Five different machine learning (ML) methods were applied to construct a forecasting OLNM model. RESULTS: The tumor volume (3.868 vs. 1.236 cm3) and proportion of patients with carcinoembryonic antigen (CEA) >5 ng/mL (41.4% vs. 10.6%) in OLNM(+) patients were significantly greater than those in OLNM(-) patients (P<0.001). Among the 17 SDCT quantitative parameters, except for the tumor-to-aortal virtual plain scan ratio (SARVNC), tumor-to-aortal enhancement ratio (SAR)70keV and SAR100keV (P=0.25, 0.11, 0.98), the remaining 14 quantitative parameters [SAR40keV, Δ40keV, Δ70keV, Δ100keV, contrast enhancement ratio (CER)40keV, CER70keV, CER100keV, normalized enhancement fraction (NEF)40keV, NEF70keV, NEF100keV, λ40-70keV, λ40-100keV, normalized iodine concentration (NIC), normalized effective atomic number (NZeff)] in the OLNM(+) group were significantly lower than those in the OLNM(-) group (P<0.05). NEF40keV, NEF70keV and NIC had high diagnostic efficiency in predicting OLNM, with area under the curves (AUCs) of 0.710, 0.705 and 0.701, respectively. The multilayer perceptron (MLP) model achieved the best diagnostic performance among the five ML methods, with a higher average AUC of 0.778. CONCLUSIONS: SDCT quantitative parameters obtained via MMTT might offer new insights to help predict OLNM in c1 pure solid LAC patients. The prediction model constructed with the MLP model on the basis of clinicopathological data and spectral quantitative parameters has higher diagnostic efficiency and may further aid in clinical decision-making.","10.1016/j.jmir.2019.09.005","https://pubmed.ncbi.nlm.nih.gov/31601480/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal","ct; pathology","12","high","include_candidate","","","",""
"PubMed","A strategy for the automatic diagnostic pipeline towards feature-based models: a primer with pleural invasion prediction from preoperative PET/CT images.","Xiangxing Kong; Annan Zhang; Xin Zhou; Meixin Zhao; Jiayue Liu; Xinliang Zhang; Weifang Zhang; Xiangxi Meng; Nan Li; Zhi Yang","2025","EJNMMI research","BACKGROUND: This study aims to explore the feasibility to automate the application process of nomograms in clinical medicine, demonstrated through the task of preoperative pleural invasion prediction in non-small cell lung cancer patients using PET/CT imaging. RESULTS: The automatic pipeline involves multimodal segmentation, feature extraction, and model prediction. It is validated on a cohort of 1116 patients from two medical centers. The performance of the feature-based diagnostic model outperformed both the radiomics model and individual machine learning models. The segmentation models for CT and PET images achieved mean dice similarity coefficients of 0.85 and 0.89, respectively, and the segmented lung contours showed high consistency with the actual contours. The automatic diagnostic system achieved an accuracy of 0.87 in the internal test set and 0.82 in the external test set, demonstrating comparable overall diagnostic performance to the human-based diagnostic model. In comparative analysis, the automatic diagnostic system showed superior performance relative to other segmentation and diagnostic pipelines. CONCLUSIONS: The proposed automatic diagnostic system provides an interpretable, automated solution for predicting pleural invasion in non-small cell lung cancer.","10.1016/j.acra.2022.11.027","https://pubmed.ncbi.nlm.nih.gov/34964365/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal","ct; pet","12","high","include_candidate","","","",""
"PubMed","The predictive value of 18F-FDG PET/CT radiomics for pleural invasion in non-small cell lung cancer.","Annan Zhang; Meixin Zhao; Xiangxing Kong; Weifang Zhang; Xiaoyan Hou; Zhi Yang; Xiangxi Meng; Nan Li","2025","European journal of radiology","OBJECTIVE: This study aims to develop and validate a PET/CT radiomics fusion model for preoperative predicting pleural invasion (PI) in non-small cell lung cancer (NSCLC) patients. METHODS: Data from Center A were divided into a training set (n = 260) and an internal validation set (n = 111), while data from Center B (n = 99) served as the external validation set. Radiomic features were extracted using PyRadiomics. Six feature screening methods and 12 machine learning methods were used to build clinical, PET/CT imaging, and radiomics fusion models. The best-performing model was selected based on accuracy, sensitivity, specificity, and area under the curve (AUC). A nomogram was created using logistic regression with clinical, PET/CT features, and Rad_score. RESULTS: The PET/CT radiomics fusion model exhibited superior predictive performance. In the internal validation set, it achieved an accuracy of 0.90, sensitivity of 0.88, specificity of 0.92, and AUC of 0.95 (95% CI 0.91-0.99). These metrics were significantly higher than those of the PET/CT imaging model (accuracy 0.83, sensitivity 0.83, specificity 0.82, AUC 0.85) and clinical model (accuracy 0.65, sensitivity 0.70, specificity 0.59, AUC 0.78). In the external validation set, the model demonstrated an accuracy of 0.81, sensitivity of 0.81, specificity of 0.81, and AUC of 0.85 (95% CI 0.77-0.94), outperforming the PET/CT imaging model (accuracy 0.76, sensitivity 0.75, specificity 0.77, AUC 0.80) and clinical model (accuracy 0.68, sensitivity 0.67, specificity 0.68, AUC 0.76). The nomogram showed excellent calibration, with a C index of 0.98 in the test set, 0.95 in the internal validation set, and 0.91 in the external validation set. CONCLUSION: The PET/CT radiomics fusion model significantly improves PI prediction accuracy in NSCLC. Critical relevance statement:Pleural invasion is a critical prognostic factor in lung cancer and a challenge for preoperative CT evaluation. PET/CT radiomics fusion model has the highest predictive value in predicting PI of lung cancer.","10.1016/j.ejrad.2025.112199","https://pubmed.ncbi.nlm.nih.gov/40450798/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","fusion","ct; pet","12","high","include_candidate","","","",""
"PubMed","Multimodal AI framework for lung cancer diagnosis: Integrating CNN and ANN models for imaging and clinical data analysis.","Emir Oncu; Fatih Ciftci","2025","Computers in biology and medicine","Lung cancer remains a leading cause of cancer-related mortality worldwide, emphasizing the critical need for accurate and early diagnostic solutions. This study introduces a novel multimodal artificial intelligence (AI) framework that integrates Convolutional Neural Networks (CNNs) and Artificial Neural Networks (ANNs) to improve lung cancer classification and severity assessment. The CNN model, trained on 1019 preprocessed CT images, classified lung tissue into four histological categories, adenocarcinoma, large cell carcinoma, squamous cell carcinoma, and normal, with a weighted accuracy of 92 %. Interpretability is enhanced using Gradient-weighted Class Activation Mapping (Grad-CAM), which highlights the salient image regions influencing the model's predictions. In parallel, an ANN trained on clinical data from 999 patients-spanning 24 key features such as demographic, symptomatic, and genetic factors-achieves 99 % accuracy in predicting cancer severity (low, medium, high). SHapley Additive exPlanations (SHAP) are employed to provide both global and local interpretability of the ANN model, enabling transparent decision-making. Both models were rigorously validated using k-fold cross-validation to ensure robustness and reduce overfitting. This hybrid approach effectively combines spatial imaging data and structured clinical information, demonstrating strong predictive performance and offering an interpretable and comprehensive AI-based solution for lung cancer diagnosis and management.","10.1016/j.compbiomed.2025.110488","https://pubmed.ncbi.nlm.nih.gov/40449048/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multimodal","ct; clinical","9","medium","include_candidate","","","",""
"PubMed","A review of enhanced biosignature immunotherapy tools for predicting lung cancer immune phenotypes using deep learning.","A Sheryl Oliver; Md Shohel Sayeed; Siti Fatimah Abdul Razak","2025","Discover oncology","Cancer has increasingly been recognized as a genetic disease, influenced by lifestyle changes, dietary patterns, and environmental pollutants. Lung cancer remains one of the most lethal malignancies worldwide, necessitating precise diagnostic and therapeutic approaches. Among these types, lung cancer is the third most common cancer, which affects all over the population. Lung cancer is a cancer that forms in tissues of the lung, usually in the cells that line the air passages. There are two main types of lung cancer: small cell and non-small cell lung cancer. These two types grow differently and are treated differently. This review explores the application of advanced deep learning (DL) techniques in enhancing biosignature immunotherapy tools for the prediction of immune phenotypes in lung cancer patients. The study systematically analyses recent research integrating multi-modal biomedical data, such as radiomics, genomics, transcriptomics, and histopathological images, to develop robust DL-based predictive models. A well-defined literature search strategy, inclusion/exclusion criteria, and a PRISMA-guided screening process ensure transparency and reproducibility. Emphasis is placed on identifying key predictive biomarkers, including Programmed Death-Ligand 1 (PD-L1) expression, Tumor Mutational Burden (TMB), Microsatellite Instability (MSI), and APOBEC mutational signatures, which are vital for personalizing immunotherapy. The review also incorporates a quality assessment framework to evaluate the methodological rigor of the included studies. Enhanced technical details, such as model architecture, validation strategies, hyperparameter tuning, and standardized performance metrics like AUC-ROC and Harrell's C-index, are presented to facilitate cross-study comparisons. This review underscores the transformative role of DL in precision oncology and highlights the potential for integrating biosignatures into clinical workflows to improve immunotherapy outcomes in lung cancer.","10.1007/s00500-023-08313-7","https://pubmed.ncbi.nlm.nih.gov/37255920/","(""lung cancer"" OR ""lung neoplasm"" OR ""non-small cell lung cancer"" OR ""nsclc"" OR ""small cell lung cancer"" OR ""sclc"" OR ""lung adenocarcinoma"" OR ""squamous cell lung carcinoma"" OR ""pulmonary nodule"" OR ""lung carcinoma"") AND (""multimodal"" OR ""multi-modal"" OR ""fusion"" OR ""cross-modal"" OR ""cross modal"" OR ""multimodal learning"" OR ""multimodal deep learning"" OR ""joint learning"" OR ""joint representation"" OR ""cooperative learning"" OR ""cross-attention"" OR ""cross attention"") AND (""deep learning"" OR ""neural network"" OR ""transformer"" OR ""representation learning"" OR ""self-supervised learning"" OR ""machine learning"" OR ""cnn"" OR ""vit"" OR ""vision transformer"" OR ""gnn"")","multi-modal","ct; pathology; omics","17","high","manual_check","Possible review/preprint","","",""
